nodeName	altName	nodeAttr[nodesPresent, ]
NCSTN	NA	purple
LAMB2	NA	NA
MAP1LC3A	NA	NA
MAP2	NA	NA
CYYR1	NA	NA
CXADR	NA	NA
CRYZL1	NA	NA
CRYAA	NA	NA
COL6A2	NA	NA
BAD	NA	NA
BAK1	NA	NA
KCNA1	NA	NA
DSCR3	NA	NA
DOPEY2/C21ORF5	NA	NA
SLC19A1	NA	NA
TBR1	NA	NA
TSC1	NA	NA
TFF3	NA	NA
ATG5	NA	NA
ATG7	NA	NA
HDAC2	NA	NA
MBP	NA	NA
MSR1	NA	NA
TGM2	NA	NA
CHAT	NA	NA
SLC2A3	NA	NA
SLC2A4	NA	NA
GNA11/GNAL11	NA	NA
CHRNB3	NA	NA
