nodeName	altName	nodeAttr[nodesPresent, ]
MEMO1P1/C21ORF19	NA	greenyellow
SLC37A1	NA	NA
FKTN/FCMD	NA	NA
FMR1	NA	NA
ATG4A	NA	NA
SORCS1	NA	NA
MYO5B	NA	NA
GRIK4	NA	NA
GRIK1	NA	NA
RGS1	NA	NA
RGS16	NA	NA
DRD2	NA	NA
GAD2/GAD65	NA	NA
GRM4	NA	NA
GRM1	NA	NA
RGS9	NA	NA
BDNF	NA	NA
SLC6A4/SERT	NA	NA
SLC6A3/DAT	NA	NA
SLC18A3/VACHT	NA	NA
PAM	NA	NA
